stationNumber;platform;trackNumber;trackName;length;height
2024;B01;4;Gleis 4;211;96
2024;B01;5;Gleis 5;211;96
2040;B01;1;Gleis 1;210;76
2040;B02;2;Gleis 2;210;76
2058;B01;1;Gleis 1;280;55
2058;B02;2;Gleis 2;260;76
2058;B02;3;Gleis 3;210;96
2058;B03;4;Gleis 4;259;76
2058;B03;5;Gleis 5;259;76
2091;B01;1;Gleis 1;212;96
2091;B02;2;Gleis 2;227;96
2091;B02;3;Gleis 3;227;96
2094;B01;1;Gleis 1;220,87;96
2094;B01;2;Gleis 2;220,87;96
2124;B01;2;Gleis 2;210;76
2124;B01;3;Gleis 3;210;76
2227;B01;1;Gleis 1;210;96
2227;B01;2;Gleis 2;210;96
2240;B01;1;Gleis 1;221;96
2240;B01;11;Gleis 11;145,9;76
2240;B02;2;Gleis 2;334,35;96
2240;B02;3;Gleis 3;334,35;76
2240;B03;4;Gleis 4;362;76
2240;B03;5;Gleis 5;362;76
2241;B01;1;Gleis 1;251,75;96
2243;B01;1;Gleis 1;210;76
2243;B02;2;Gleis 2;210;76
2243;B02;3;Gleis 3;210;76
2281;B01;1;Gleis 1;228;96
2281;B01;2;Gleis 2;228;96
2290;B01;1;Gleis 1;212;96
2290;B01;2;Gleis 2;212;96
2346;B01;1;Gleis 1;140;96
2349;B01;1;Gleis 1;145;76
2349;B01;2;Gleis 2;145;76
2376;B01;1;Gleis 1;211;76
2376;B02;2;Gleis 2;211;76
2443;B02;4;Gleis 4;210;96
2443;B02;5;Gleis 5;210;96
2497;B01;1;Gleis 1;211,25;96
2497;B02;2;Gleis 2;211,25;96
2570;B01;1;Gleis 1;210;96
2570;B02;2;Gleis 2;210;96
6515;B01;1;Gleis 1;210;96
6515;B01;2;Gleis 2;210;96
2663;B01;1;Gleis 1;211;76
2663;B02;2;Gleis 2;221;76
2732;B01;1;Gleis 1;220;96
2732;B01;2;Gleis 2;220;96
2835;B01;1;Gleis 1;222;76
2835;B01;2;Gleis 2;222;76
2847;B01;1;Gleis 1;210;96
2847;B02;2;Gleis 2;210;96
2858;B01;1;Gleis 1;140;76
2873;B01;1;Gleis 1;140;76
2873;B01;2;Gleis 2;140;76
2888;B01;1;Gleis 1;225;76
2888;B02;2;Gleis 2;220;96
2888;B02;3;Gleis 3;220;96
2888;B03;4;Gleis 4;232;76
2888;B03;5;Gleis 5;232;76
2963;B01;1;Gleis 1;140;96
2963;B02;2;Gleis 2;140;96
2988;B01;1;Gleis 1;140;96
3010;B01;1;Gleis 1;211;96
3010;B01;2;Gleis 2;211;96
3204;B01;1;Gleis 1;214;96
3204;B02;2;Gleis 2;214;96
3242;B01;1;Gleis 1;140;96
3419;B01;1;Gleis 1;140;96
3419;B02;2;Gleis 2;133;34
3419;B02;3;Gleis 3;133;34
3757;B01;1;Gleis 1;210;96
3757;B01;2;Gleis 2;210;96
3764;B01;1;Gleis 1;217;76
3764;B01;2;Gleis 2;217;76
3909;B02;5;Gleis 5;271;76
3909;B02;6;Gleis 6;250;76
3911;B01;1;Gleis 1;210,5;96
4299;B01;3;Gleis 3;300,75;76
4299;B01;4;Gleis 4;300,75;76
4299;B02;6;Gleis 6;261,15;76
4299;B02;7;Gleis 7;214,95;96
3971;B01;1;Gleis 1;210;76
3971;B01;2;Gleis 2;250;76
3971;B02;3;Gleis 3;275;76
3971;B02;4;Gleis 4;275;76
4231;B01;1;Gleis 1;210;96
4231;B01;2;Gleis 2;210;96
4231;B02;3;Gleis 3;210;96
4231;B02;4;Gleis 4;210;96
4233;B01;1;Gleis 1;220;76
4233;B01;2;Gleis 2;220;76
4234;B01;5;Gleis 5;282;38
4234;B01;6;Gleis 6;282;38
4234;B02;7;Gleis 7;224;38
4234;B02;8;Gleis 8;224;38
4234;B03;9;Gleis 9;339;38
4234;B03;10;Gleis 10;339;38
4234;B04;10a;Gleis 10a;509;38
4234;B04;11;Gleis 11;509;38
4234;B05;12;Gleis 12;436;76
4234;B05;13;Gleis 13;436;76
4234;B06;14;Gleis 14;432;76
4234;B06;15;Gleis 15;432;76
4234;B07;16;Gleis 16;346;76
4234;B07;17;Gleis 17;346;76
4234;B08;18;Gleis 18;432;76
4234;B08;19;Gleis 19;432;76
4234;B09;20;Gleis 20;366;76
4234;B09;21;Gleis 21;366;76
4234;B10;22;Gleis 22;520;76
4234;B10;23;Gleis 23;520;76
4234;B11;24;Gleis 24;370;76
4234;B11;25;Gleis 25;370;76
4234;B12;26;Gleis 26;474;76
4234;B12;27;Gleis 27;474;76
4234;B13;27a;Gleis 27a;360;76
4234;B13;28;Gleis 28;360;76
4234;B14;29;Gleis 29;290;76
4234;B14;30;Gleis 30;290;76
4234;B15;31;Gleis 31;303;76
4234;B15;32;Gleis 32;303;76
4234;B16;33;Gleis 33;251;76
4234;B16;34;Gleis 34;251;76
4234;B17;35;Gleis 35;224;76
4234;B17;36;Gleis 36;224;76
4234;SB1;1;Gleis 1;210;96
4234;SB1;2;Gleis 2;210;96
4234;SB2;2a;Gleis 2a;210;96
4234;SB3;1a;Gleis 1a;210;96
4235;B01;11;Gleis 11;210,4;96
4235;B02;1;Gleis 1;212;96
4235;B02;2;Gleis 2;210,4;96
4236;SB1;1;Gleis 1;210;96
4236;SB1;2;Gleis 2;210;96
4237;SB1;1;Gleis 1;210;96
4237;SB2;2;Gleis 2;210;96
4237;SB2;1a;Gleis 1a;210;96
4237;SB3;2a;Gleis 2a;210;96
4238;B01;1;Gleis 1;210;76
4238;B02;2;Gleis 2;210;76
4239;SB1;3;Gleis 3;215,05;96
4239;SB1;4;Gleis 4;231,95;96
4239;SB2;1;Gleis 1;210;96
4239;SB2;2;Gleis 2;209,03;96
4240;SB1;1;Gleis 1;210;96
4240;SB2;1a;Gleis 1a;210;96
4240;SB3;2;Gleis 2;210;96
4240;SB4;2a;Gleis 2a;210;96
4241;B01;5;Gleis 5;394;76
4241;B01;6;Gleis 6;394;76
4241;B02;7;Gleis 7;370;76
4241;B02;8;Gleis 8;370;76
4241;B03;11;Gleis 11;370;76
4241;B03;12;Gleis 12;405;76
4241;B04;13;Gleis 13;370;76
4241;B04;14;Gleis 14;370;76
4241;SB1;1;Gleis 1;212;96
4241;SB1;2;Gleis 2;212;96
4241;SB2;3;Gleis 3;212,1;96
4241;SB2;4;Gleis 4;212,1;96
4242;SB1;1;Gleis 1;210;96
4242;SB1;2;Gleis 2;210;96
4244;B01;1;Gleis 1;220;76
4244;B02;2;Gleis 2;220;76
4243;SB1;1;Gleis 1;211;76
4243;SB1;2;Gleis 2;211;76
4246;B01;1;Gleis 1;220;96
4246;B01;2;Gleis 2;220;96
4247;B01;1;Gleis 1;212;76
4247;B01;2;Gleis 2;212;76
4248;B01;1;Gleis 1;211;96
4248;B01;2;Gleis 2;211;96
4249;SB1;1;Gleis 1;211;76
4249;SB1;2;Gleis 2;211;76
4250;B01;1;Gleis 1;211;76
4250;B02;2;Gleis 2;211;76
4251;B01;1;Gleis 1;210;76
4251;B02;2;Gleis 2;210;76
4252;B01;1;Gleis 1;210;96
4252;B02;2;Gleis 2;210;96
4253;B01;1;Gleis 1;210;96
4253;B02;2;Gleis 2;210;96
4253;B02;3;Gleis 3;210;96
4254;B01;1;Gleis 1;210;96
4254;B02;2;Gleis 2;210;96
4255;B01;1;Gleis 1;211;76
4255;B02;2;Gleis 2;211;76
4255;B02;3;Gleis 3;211;76
4232;B01;1;Gleis 1;211;96
4232;B01;2;Gleis 2;211;96
8154;B01;1;Gleis 1;211,45;96
8154;B01;2;Gleis 2;211,45;96
4256;SB1;1;Gleis 1;210,8;76
4256;SB1;2;Gleis 2;210,8;76
4257;B01;1;Gleis 1;260;96
4257;B01;2;Gleis 2;260;96
4258;SB1;1;Gleis 1;210;96
4258;SB2;2;Gleis 2;210;96
4258;SB2;3;Gleis 3;210;96
4259;B01;1;Gleis 1;210;96
4259;B01;2;Gleis 2;210;96
4260;B01;1;Gleis 1;210;96
4260;B01;2;Gleis 2;210;96
4261;B01;1;Gleis 1;210;96
4261;B01;2;Gleis 2;210;96
4262;B01;3;Gleis 3;350;76
4262;B01;4;Gleis 4;350;76
4262;B02;5;Gleis 5;400;76
4263;B01;1;Gleis 1;210;76
4263;B02;2;Gleis 2;210;76
4264;B01;1;Gleis 1;210;96
4265;B01;1;Gleis 1;210;96
4265;B01;2;Gleis 2;210;96
4266;B01;2;Gleis 2;221;85
4266;B02;3;Gleis 3;280;76
4266;B02;4;Gleis 4;280;76
4266;B03;5;Gleis 5;210;96
4266;B03;6;Gleis 6;210;96
4266;B04;7;Gleis 7;210;96
4266;B04;8;Gleis 8;210;96
4266;B05;9;Gleis 9;410;76
4266;B05;10;Gleis 10;410;76
4267;B01;1;Gleis 1;230;76
4267;B01;2;Gleis 2;230;76
4268;B01;2;Gleis 2;210;76
4268;B01;3;Gleis 3;210;76
4268;B02;1;Gleis 1;219;76
4269;B01;1;Gleis 1;237;76
4269;B02;2;Gleis 2;237;76
4270;SB1;3;Gleis 3;238;96
4270;SB1;4;Gleis 4;238;96
2512;B01;1;Gleis 1;210;96
2512;B01;2;Gleis 2;210;96
4271;B01;1;Gleis 1;213;96
4271;B01;2;Gleis 2;213;96
4362;B01;1;Gleis 1;210;96
4362;B01;2;Gleis 2;210;96
4389;B01;1;Gleis 1;210;96
4389;B02;2;Gleis 2;210;76
4389;B02;3;Gleis 3;210;76
4395;B01;1;Gleis 1;210;76
4395;B02;2;Gleis 2;213;76
4518;B01;1;Gleis 1;140;96
4688;B01;1;Gleis 1;241;96
4688;B01;2;Gleis 2;255;76
4688;B02;3;Gleis 3;219;96
4763;B01;1;Gleis 1;225;96
4763;B01;2;Gleis 2;225;96
4825;B01;1;Gleis 1;210;96
4825;B01;2;Gleis 2;210;96
4828;B01;1;Gleis 1;210;76
4828;B02;2;Gleis 2;214;76
4836;B01;1;Gleis 1;233;76
4886;B01;1;Gleis 1;140;96
4907;B01;1;Gleis 1;280;76
4907;B02;4;Gleis 4;295;76
4907;B02;5;Gleis 5;295;76
4907;B03;6;Gleis 6;210;96
4949;B01;1;Gleis 1;211;96
4949;B01;2;Gleis 2;211;96
4981;B01;1;Gleis 1;234;76
4981;B02;2;Gleis 2;212;76
5006;B01;1;Gleis 1;210;96
5006;B01;2;Gleis 2;210;96
5054;B01;1;Gleis 1;212;76
5054;B02;2;Gleis 2;207;76
5054;B02;3;Gleis 3;207;76
5057;B01;2;Gleis 2;140;96
5057;B02;1;Gleis 1;140;96
5058;B01;1;Gleis 1;213,45;76
5058;B02;2;Gleis 2;210;76
5323;B01;2;Gleis 2;210;96
5323;B01;3;Gleis 3;210;96
5519;B01;1;Gleis 1;210;96
5519;B02;2;Gleis 2;211;96
5662;B01;1;Gleis 1;225;76
5662;B02;2;Gleis 2;225;76
5698;B01;1;Gleis 1;140;96
5698;B02;2;Gleis 2;140;96
5784;B01;1;Gleis 1;210;76
5784;B01;2;Gleis 2;210;76
5944;SB1;1;Gleis 1;162;76
5970;B02;1;Gleis 1;257;76
5970;B02;2;Gleis 2;257;76
5970;B03;3;Gleis 3;336;76
5970;B03;4;Gleis 4;336;76
4750;B01;1;Gleis 1;270;96
4750;B02;2;Gleis 2;270;96
5991;B01;1;Gleis 1;210;76
6030;B01;1;Gleis 1;214;76
6030;B01;2;Gleis 2;214;76
6157;B01;1;Gleis 1;214;96
6157;B02;2;Gleis 2;207;96
6286;B01;1;Gleis 1;210;76
6286;B02;2;Gleis 2;210;76
6294;B01;1;Gleis 1;300;76
6294;B02;2;Gleis 2;371;76
6294;B02;3;Gleis 3;310;76
6346;B01;1;Gleis 1;210;96
6346;B01;2;Gleis 2;210;96
6350;B01;1;Gleis 1;210;96
6350;B02;3;Gleis 3;210;96
6363;B01;1;Gleis 1;210;76
6363;B02;2;Gleis 2;210;76
6395;B01;1;Gleis 1;228;96
6395;B01;2;Gleis 2;228;96
1719;B01;1;Gleis 1;215;96
6459;B01;1;Gleis 1;211;76
6705;B01;1;Gleis 1;210;76
6705;B01;2;Gleis 2;210;76
6858;B01;1;Gleis 1;140;76
6858;B01;2;Gleis 2;140;76
7045;B01;4;Gleis 4;210;96
7045;B01;5;Gleis 5;210;96
13;B01;1;Gleis 1;165;26
99;B01;1;Gleis 1;170;76
99;B02;4;Gleis 4;170;76
75;B01;1;Gleis 1;146;96
75;B01;2;Gleis 2;146;96
76;B01;1;Gleis 1;146;96
77;B01;1;Gleis 1;151;38
134;B01;1;Gleis 1;190;38
134;B02;2;Gleis 2;245;38
134;B02;3;Gleis 3;245;38
161;B01;1;Gleis 1;330;76
161;B01;25;Gleis 25;140;76
161;B01;27;Gleis 27;108;38
161;B02;2;Gleis 2;400;38
161;B02;3;Gleis 3;400;38
161;B03;4;Gleis 4;396;38
161;B03;5;Gleis 5;396;38
163;B01;1;Gleis 1;140;76
163;B02;2;Gleis 2;140;76
366;B01;1;Gleis 1;128;38
366;B02;2;Gleis 2;192;22
379;B01;4;Gleis 4;140;76
379;B02;3;Gleis 3;140;76
427;B01;1;Gleis 1;200;38
427;B02;2;Gleis 2;208;38
463;B01;1;Gleis 1;140;38
463;B02;2;Gleis 2;164;38
924;B01;1;Gleis 1;140;76
924;B02;2;Gleis 2;140;76
934;SB1;1;Gleis 1;146;96
934;SB1;2;Gleis 2;146;96
980;B01;1;Gleis 1;90;55
981;B01;1;Gleis 1;140;38
981;B02;2;Gleis 2;140;38
998;B01;1;Gleis 1;190;76
998;B02;2;Gleis 2;192;76
1017;B01;1;Gleis 1;120;55
1152;B01;1;Gleis 1;157;20
1152;B02;2;Gleis 2;200;20
1206;B01;1;Gleis 1;113;28
1259;B01;1;Gleis 1;161;38
1259;B03;3;Gleis 3;170;20
1259;B03;4;Gleis 4;170;20
1332;B01;1;Gleis 1;118;26
1433;B01;1;Gleis 1;97;38
1458;B01;1;Gleis 1;83;34
1472;B01;1;Gleis 1;120;55
1551;B01;1;Gleis 1;217;38
1551;B02;2;Gleis 2;232;38
1571;B01;2;Gleis 2;140;76
1571;B02;3;Gleis 3;140;76
1591;B01;1;Gleis 1;204;38
1591;B02;2;Gleis 2;206;38
1591;B02;3;Gleis 3;206;38
1650;B01;1;Gleis 1;410;76
1650;B02;2;Gleis 2;365;76
1650;B02;3;Gleis 3;405;76
7027;SB1;2;Gleis 2;140;76
7027;SB1;3;Gleis 3;140;76
1651;B02;2;Gleis 2;140;76
1651;B02;3;Gleis 3;140;76
1675;B01;1;Gleis 1;131;55
1675;B02;2;Gleis 2;131;55
1676;B01;1;Gleis 1;159;26
1727;B01;1;Gleis 1;211;38
1727;B02;2;Gleis 2;210;55
1783;B01;1;Gleis 1;170;38
1783;B02;2;Gleis 2;170;76
1783;B02;3;Gleis 3;195;76
1783;B03;4;Gleis 4;145;96
1783;B03;5;Gleis 5;145;96
8140;SB1;1;Gleis 1;140;76
8140;SB2;2;Gleis 2;140;76
1784;B01;1;Gleis 1;145;96
1797;SB1;1;Gleis 1;145;96
1797;SB2;2;Gleis 2;145;96
1830;B01;1;Gleis 1;140;76
1830;B02;2;Gleis 2;170;76
1830;B02;3;Gleis 3;170;76
1838;B01;1;Gleis 1;132;55
1905;B02;1;Gleis 1;120;55
1905;B02;2;Gleis 2;120;55
1984;B02;2;Gleis 2;373;38
1984;B02;3;Gleis 3;373;38
1984;B03;4;Gleis 4;362;38
1984;B03;5;Gleis 5;362;38
1984;B04;6;Gleis 6;210;38
1984;B04;7;Gleis 7;210;38
1984;SB1;20;Gleis 20;140;76
1984;SB1;21;Gleis 21;140;76
1987;B01;1;Gleis 1;120;55
1988;B01;1;Gleis 1;199;38
1988;B02;2;Gleis 2;246;38
1989;B01;1;Gleis 1;120;55
1990;B01;1;Gleis 1;140;76
1990;B01;2;Gleis 2;140;76
1991;B01;1;Gleis 1;212;38
1991;B02;2;Gleis 2;180;38
2071;B02;2;Gleis 2;265;38
2071;B02;3;Gleis 3;265;38
2071;B03;4;Gleis 4;298;38
2200;B01;1;Gleis 1;111;38
2230;B02;1;Gleis 1;130;55
2344;B01;1;Gleis 1;131;55
2424;B01;1;Gleis 1;170;22
2424;B02;2;Gleis 2;152;38
2424;B02;3;Gleis 3;360;38
2424;B03;4;Gleis 4;356;38
2424;B03;5;Gleis 5;195;38
2466;B01;1;Gleis 1;209;30
2466;B02;2;Gleis 2;202;30
8194;SB1;1;Gleis 1;152;76
8194;SB2;2;Gleis 2;152;76
2558;B01;1a;Gleis 1a;181;26
2558;B02;1b;Gleis 1b;164;26
2568;B01;1;Gleis 1;79;26
2574;B01;1;Gleis 1;210;55
2574;B02;2;Gleis 2;210;55
2574;B02;3;Gleis 3;153;76
2619;B01;1;Gleis 1;140;55
2657;B01;1;Gleis 1;170;76
2657;B02;2;Gleis 2;170;76
2686;B01;1;Gleis 1;140;76
2686;B02;2;Gleis 2;140;76
2724;B01;1;Gleis 1;131;55
2724;B02;2;Gleis 2;132;55
7995;B01;1;Gleis 1;133;55
2733;B01;1;Gleis 1;140;76
2733;B02;2;Gleis 2;140;76
2734;B01;1;Gleis 1;185;38
2734;B02;2;Gleis 2;257;76
2734;B02;3;Gleis 3;257;76
2769;B01;1;Gleis 1;65;55
2861;B01;1;Gleis 1;210;38
2861;B02;2;Gleis 2;211;38
2967;B01;1;Gleis 1;131;55
2973;B01;1;Gleis 1;132;38
3002;B01;1;Gleis 1;117;28
3086;B01;1;Gleis 1;131;55
3138;SB1;1;Gleis 1;146;96
3163;B01;1;Gleis 1;140;76
3163;B02;2;Gleis 2;140;76
3185;B01;1;Gleis 1;95;34
3556;B02;1;Gleis 1;166;22
3560;B02;2;Gleis 2;82;38
3569;B01;1;Gleis 1;178;26
3584;B01;1;Gleis 1;155;76
3584;B01;2;Gleis 2;155;76
3585;B01;1;Gleis 1;197;38
3585;B02;2;Gleis 2;170;38
3586;SB1;2;Gleis 2;140;76
3586;SB2;1;Gleis 1;140;76
3763;B01;1;Gleis 1;60;55
3831;B01;1;Gleis 1;147;96
3831;B02;2;Gleis 2;145;96
3841;B01;1;Gleis 1;206;38
3841;B02;2;Gleis 2;186;38
3968;B01;1;Gleis 1;211;76
3968;B02;2;Gleis 2;211;76
3970;B01;1;Gleis 1;182;26
3970;B01;2;Gleis 2;182;26
4117;B01;2;Gleis 2;140;76
4117;B02;1;Gleis 1;140;76
4211;B01;1;Gleis 1;214;38
4211;B02;2;Gleis 2;212;38
4214;B01;1;Gleis 1;161;26
4214;B02;2;Gleis 2;186;26
4378;B01;1;Gleis 1;83;34
4396;B01;1;Gleis 1;210;55
4396;B02;2;Gleis 2;210;55
4396;B02;3;Gleis 3;210;55
4396;B03;9;Gleis 9;175;38
4406;B01;1;Gleis 1;221;38
4406;B02;2;Gleis 2;225;38
4406;B02;3;Gleis 3;225;38
4416;B01;1;Gleis 1;401;38
4416;B02;2;Gleis 2;170;76
4416;B02;4;Gleis 4;170;76
4416;B03;5;Gleis 5;220;76
4428;B01;1;Gleis 1;207;38
4428;B02;2;Gleis 2;231;38
4428;B02;3;Gleis 3;231;38
4443;B01;1;Gleis 1;174;34
4443;B02;2;Gleis 2;215;38
4443;B02;3;Gleis 3;215;38
4443;B03;4;Gleis 4;367;38
4443;B03;5;Gleis 5;157;38
4443;B03;6;Gleis 6;202;38
8195;B01;1;Gleis 1;170;76
8195;B02;2;Gleis 2;170;76
4593;B01;1;Gleis 1;175;96
4593;B02;2;Gleis 2;241;96
4593;B02;3;Gleis 3;254;96
4593;B03;4;Gleis 4;396;76
4593;B03;5;Gleis 5;397;76
4593;B04;6;Gleis 6;391;76
4593;B04;7;Gleis 7;391;76
4593;B05;8;Gleis 8;403;76
4593;B05;9;Gleis 9;406;76
4593;B06;12;Gleis 12;361;76
4593;B06;13;Gleis 13;362;76
4593;B07;14;Gleis 14;352;76
4593;B07;15;Gleis 15;353;76
4593;B08;16;Gleis 16;232;38
4593;B08;17;Gleis 17;232;38
4593;B09;18;Gleis 18;209;76
4593;B09;19;Gleis 19;210;76
4593;B10;20;Gleis 20;215;38
4593;B10;21;Gleis 21;217;38
4593;B11;22;Gleis 22;170;76
4593;B11;23;Gleis 23;220;76
4593;B30;30;Gleis 30;215;76
4594;B01;1;Gleis 1;130;55
4594;B01;3;Gleis 3;130;55
4595;B02;2;Gleis 2;140;38
4595;B02;3;Gleis 3;140;38
4595;B04;4;Gleis 4;140;38
4595;B04;5;Gleis 5;140;38
4596;SB1;1;Gleis 1;140;76
4597;SB1;1;Gleis 1;147;96
4597;SB1;2;Gleis 2;147;96
4598;B01;1;Gleis 1;146;96
4598;B01;2;Gleis 2;146;96
4599;SB1;1;Gleis 1;148;96
4599;SB2;2;Gleis 2;145;96
4600;B01;1;Gleis 1;192;38
4600;B02;2;Gleis 2;192;38
4601;B01;1;Gleis 1;265;96
4601;B01;2;Gleis 2;265;96
4601;B02;300;Gleis 300;342;76
4601;B02;301;Gleis 301;342;76
4602;SB1;1;Gleis 1;147;96
4602;SB1;2;Gleis 2;147;96
4603;SB1;2;Gleis 2;165;76
4603;SB2;1;Gleis 1;165;76
4604;SB1;1;Gleis 1;140;85
4604;SB1;2;Gleis 2;140;85
4606;SB1;1;Gleis 1  ;140;85
4606;SB1;2;Gleis 2;140;85
4607;SB1;1;Gleis 1;140;76
4607;SB2;2;Gleis 2;140;76
4608;SB1;1;Gleis 1;145;96
4608;SB1;2;Gleis 2;145;96
4609;SB1;1;Gleis 1;145;96
4610;B01;1;Gleis 1;170;76
4610;B02;2;Gleis 2;170;76
4611;B02;2;Gleis 2;140;76
4611;B02;3;Gleis 3;140;76
4611;B03;5;Gleis 5;140;76
2473;SB1;2;Gleis 2;145;96
2473;SB2;1;Gleis 1;140;76
4619;B01;1;Gleis 1;140;76
4619;B02;2;Gleis 2;140;76
4632;B01;1;Gleis 1;168;38
4632;B02;3;Gleis 3;163;38
4639;B01;1;Gleis 1;140;76
4639;B02;2;Gleis 2;140;76
4718;B01;1;Gleis 1;140;76
4718;B02;2;Gleis 2;141;76
4718;B02;3;Gleis 3;141;76
4826;B01;1;Gleis 1;88;28
4827;B01;1;Gleis 1;140;76
4827;B02;2;Gleis 2;140;76
4863;B01;2;Gleis 2;193;38
4863;B02;3;Gleis 3;244;34
4868;B01;1;Gleis 1;210;38
4868;B02;2;Gleis 2;210;76
4868;B02;3;Gleis 3;210;76
4883;B01;1;Gleis 1;220;38
4883;B02;2;Gleis 2;319;38
4883;B02;3;Gleis 3;319;38
4901;B01;1;Gleis 1;62;34
4901;B02;2;Gleis 2;70;34
8193;B01;1;Gleis 1;140;76
8193;B02;2;Gleis 2;140;76
4938;B01;1;Gleis 1;97;38
4960;B01;1;Gleis 1;210;38
4960;B02;2;Gleis 2;210;38
4960;B02;3;Gleis 3;210;38
4960;B03;4;Gleis 4;210;26
4960;B03;5;Gleis 5;210;26
4984;B01;2;Gleis 2;140;76
4984;B02;1;Gleis 1;140;76
4986;B01;1;Gleis 1;140;76
4986;B02;2;Gleis 2;140;76
5009;B01;1;Gleis 1;191;76
5009;B02;3;Gleis 3;174;76
5029;B01;1;Gleis 1;82;20
5060;B01;1;Gleis 1;189;38
5060;B02;2;Gleis 2;196;38
5102;B01;1;Gleis 1;143;22
5105;B01;1;Gleis 1;140;76
5105;B02;2;Gleis 2;140;76
5114;B01;1;Gleis 1;70;38
5165;SB1;1;Gleis 1;147;96
5182;SB1;1;Gleis 1;145;96
5189;B01;1;Gleis 1;206;38
5189;B02;2;Gleis 2;206;38
5329;B01;1;Gleis 1;140;55
5362;B01;1;Gleis 1;171;76
5362;B02;3;Gleis 3;171;76
5363;B01;1;Gleis 1;140;76
5363;B02;2;Gleis 2;140;76
5385;B01;1;Gleis 1;88;55
5385;B02;2;Gleis 2;237;76
5385;B02;3;Gleis 3;212;76
5385;B03;4;Gleis 4;226;34
5385;B03;5;Gleis 5;252;34
5385;SB1;90;Gleis 90;142;96
5385;SB1;91;Gleis 91;142;96
5389;SB1;2;Gleis 2;140;85
5389;SB1;3;Gleis 3;163;85
5390;SB1;1;Gleis 1;140;76
5390;SB2;2;Gleis 2;140;76
5391;SB1;1;Gleis 1;140;76
5391;SB2;2;Gleis 2;140;76
5393;B01;1;Gleis 1;161;26
5410;B01;11;Gleis 11;140;38
5410;B02;2;Gleis 2;140;38
5410;B02;3;Gleis 3;140;38
5438;B01;1;Gleis 1;213;38
5438;B02;2;Gleis 2;215;38
5439;B01;1;Gleis 1;130;55
5464;B01;1;Gleis 1;140;76
5464;B02;2;Gleis 2;140;76
5623;B01;1;Gleis 1;140;55
5628;B01;1;Gleis 1;170;55
5628;B02;2;Gleis 2;170;55
5696;B01;1;Gleis 1;140;38
5696;B02;2;Gleis 2;243;76
5696;B02;3;Gleis 3;243;85
5696;SB1;5;Gleis 5;147;96
5696;SB1;6;Gleis 6;147;96
5697;SB1;1;Gleis 1;145;96
5697;SB1;2;Gleis 2;145;96
5704;SB1;1;Gleis 1;140;85
5704;SB2;2;Gleis 2;140;85
5746;B01;1;Gleis 1;69;28
5831;B01;1;Gleis 1;224;38
5831;B02;2;Gleis 2;222;38
5831;B02;3;Gleis 3;222;38
5841;B01;1;Gleis 1;212;38
5841;B02;2;Gleis 2;213;38
5841;B02;3;Gleis 3;213;38
5841;B03;4;Gleis 4;133;38
5860;B01;1;Gleis 1;140;55
5890;B01;1;Gleis 1;171;38
5890;B02;2;Gleis 2;162;34
5890;B03;3;Gleis 3;143;34
5921;B01;1;Gleis 1;144;34
5981;B01;1;Gleis 1;96;34
5981;B02;2;Gleis 2;354;38
5981;B02;3;Gleis 3;354;38
5981;B03;4;Gleis 4;204;38
5981;B03;5;Gleis 5;110;38
6116;B01;1;Gleis 1;170;55
6116;B02;2;Gleis 2;170;55
6117;B01;1;Gleis 1;171;34
6117;B02;2;Gleis 2;192;38
6190;B01;1;Gleis 1;99;26
6252;B01;1;Gleis 1;141;55
6252;B02;2;Gleis 2;283;55
6252;B02;3;Gleis 3;283;55
6252;B03;4;Gleis 4;372;76
6252;B03;5;Gleis 5;372;76
6252;B04;6;Gleis 6;281;55
6252;B04;7;Gleis 7;281;55
6268;B01;1;Gleis 1;140;76
6268;B02;2;Gleis 2;156;38
6268;B02;3;Gleis 3;156;38
6311;B01;1;Gleis 1;155;76
6311;B02;2;Gleis 2;183;34
6342;B01;1;Gleis 1;140;76
6342;B02;2;Gleis 2;140;76
6352;B01;1;Gleis 1;223;38
6352;B02;2;Gleis 2;214;38
6385;B01;1;Gleis 1;140;76
6385;B02;2;Gleis 2;140;76
6385;B02;3;Gleis 3;140;76
6404;B01;2;Gleis 2;140;38
6404;B02;1;Gleis 1;112;34
6421;B01;1;Gleis 1;120;55
6421;B01;2;Gleis 2;120;55
6455;B01;1;Gleis 1;192;38
6455;B01;2;Gleis 2;192;38
6604;B01;1;Gleis 1;120;55
6632;B02;2;Gleis 2;303;38
6632;B03;3;Gleis 3;303;38
6632;B03;4;Gleis 4;303;38
6635;B01;1;Gleis 1;131;55
6732;B02;2;Gleis 2;170;76
6732;B03;4;Gleis 4;170;76
6732;B03;5;Gleis 5;60;55
6757;B01;1;Gleis 1;91;38
6775;B02;1;Gleis 1;183;26
6775;B02;2;Gleis 2;183;26
7961;B01;1;Gleis 1;165;76
6795;B01;1;Gleis 1;67;34
6799;B01;1;Gleis 1;145;96
7030;B01;1;Gleis 1;145;76
7030;B01;2;Gleis 2;145;76
7851;B01;1;Gleis 1;147;76
5;B01;1;Gleis 1;168;22
5;B02;2;Gleis 2;141;16
8152;B01;1;Gleis 1;140;55
8152;B02;2;Gleis 2;140;55
178;B01;1;Gleis 1;120;55
178;B02;2;Gleis 2;120;55
231;B01;1;Gleis 1;65;55
245;B01;1;Gleis 1;153;34
245;B01;2;Gleis 2;153;34
3390;B02;2;Gleis 2;80;55
3390;B02;3;Gleis 3;80;55
